path,repo_url,created_at,missing_scorecard,actor_unit,supply_chain_role,research_role,distribution_pathway,missing_fields
database/github/LCOGT/banzai-nres/metadata.json,https://github.com/LCOGT/banzai-nres,2018-07-13T15:44:06Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/bcerutti/Zeltron-code/metadata.json,https://github.com/bcerutti/Zeltron-code,2018-05-11T19:08:29Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/mrc-ide/squire/metadata.json,https://github.com/mrc-ide/squire,2020-03-30T09:40:51Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/mrc-ide/drjacoby/metadata.json,https://github.com/mrc-ide/drjacoby,2019-05-02T11:12:41Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Unknown,distribution_pathway
database/github/mrc-ide/provisionr/metadata.json,https://github.com/mrc-ide/provisionr,2017-01-30T10:44:33Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/mrc-ide/dust/metadata.json,https://github.com/mrc-ide/dust,2020-06-01T16:19:03Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/mrc-ide/covid-sim/metadata.json,https://github.com/mrc-ide/covid-sim,2020-03-24T13:53:03Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/keurfonluu/toughio/metadata.json,https://api.github.com/repos/keurfonluu/toughio,2019-07-22T04:22:42Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Package registry,
database/github/ArtificialStellarPopulations/ArtPop/metadata.json,https://github.com/ArtificialStellarPopulations/ArtPop,2020-10-02T19:29:06Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/Hyperthetical/DarkMatters/metadata.json,https://github.com/Hyperthetical/DarkMatters,2019-10-16T09:19:10Z,yes,Vendor or commercial entity,Application software,Research-support tooling,Source repo,
database/github/tidymodels/infer/metadata.json,https://github.com/tidymodels/infer,2017-06-05T17:41:42Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/ebi-jdispatcher/taxonomy-resolver/metadata.json,https://github.com/ebi-jdispatcher/taxonomy-resolver,2020-06-10T13:42:10Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/dunnkers/fseval/metadata.json,https://github.com/dunnkers/fseval,2020-06-21T23:46:25Z,yes,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Package registry,
database/github/realfastvla/rfpipe/metadata.json,https://github.com/realfastvla/rfpipe,2016-07-15T21:01:44Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/giuspugl/picasso/metadata.json,https://github.com/giuspugl/picasso,2019-08-16T15:47:39Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/aL3x-O-o-Hung/CAT-Net/metadata.json,https://github.com/aL3x-O-o-Hung/CAT-Net,2022-09-28T10:22:26Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/hover2pi/SEDkit/metadata.json,https://github.com/hover2pi/sedkit,2016-01-21T20:13:56Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/kevin218/Eureka/metadata.json,https://github.com/kevin218/Eureka,2020-07-30T15:32:42Z,no,Individual maintainer,Application software,Research-support tooling,Unknown,distribution_pathway
database/github/VirtualPlanetaryLaboratory/vplanet/metadata.json,https://github.com/VirtualPlanetaryLaboratory/vplanet,2018-06-20T17:53:00Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/SJ001/AI-Feynman/metadata.json,https://github.com/SJ001/AI-Feynman,2020-03-08T17:51:23Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,
database/github/mathjax/MathJax/metadata.json,https://api.github.com/repos/mathjax/MathJax,2010-08-19T03:28:53Z,yes,Community or foundation (open source governance),Dependency software artifact,Incidental or general-purpose,Package registry,
database/github/jeffdaily/parasail-python/metadata.json,https://github.com/jeffdaily/parasail-python,2016-03-17T20:09:07Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/wouterpeere/GHEtool/metadata.json,https://github.com/wouterpeere/GHEtool,2021-04-03T14:11:24Z,yes,Mixed or shared responsibility,Dependency software artifact,Research-support tooling,Package registry,
database/github/nextflow-io/nextflow/metadata.json,https://api.github.com/repos/nextflow-io/nextflow,2013-03-27T11:17:33Z,yes,Community or foundation (open source governance),Infrastructure,Research-support tooling,Package registry,
database/github/potassco/clingo/metadata.json,https://github.com/potassco/clingo,2016-05-10T12:35:00Z,yes,Community or foundation (open source governance),Application software,Direct research execution,Installer or binary,
database/github/goharbor/harbor/metadata.json,https://github.com/goharbor/harbor,2016-01-28T21:10:28Z,yes,Community or foundation (open source governance),Infrastructure,Research-support tooling,Builds and releases,
database/github/kkjawz/coref-ee/metadata.json,https://api.github.com/repos/kkjawz/coref-ee,2019-06-03T08:11:48Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/google/flax/metadata.json,https://github.com/google/flax,2020-01-10T09:48:37Z,yes,Vendor or commercial entity,Dependency software artifact,Research-support tooling,Package registry,
database/github/smithlabcode/abismal/metadata.json,https://github.com/smithlabcode/abismal,2019-12-16T03:23:35Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/smithlabcode/dnmtools/metadata.json,https://github.com/smithlabcode/dnmtools,2022-07-19T21:20:36Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/smithlabcode/preseq/metadata.json,https://github.com/smithlabcode/preseq,2014-04-25T01:23:26Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/ShixiangWang/sigminer/metadata.json,https://api.github.com/repos/ShixiangWang/sigminer,2018-12-30T16:56:05Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/freemed/freeshim/metadata.json,https://github.com/freemed/freeshim,2011-11-30T05:09:39Z,yes,Community or foundation (open source governance),Application software,Research-support tooling,Package registry,
database/github/murphycj/AGFusion/metadata.json,https://github.com/murphycj/AGFusion,2016-10-03T20:12:30Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/yangfangs/test_GFICLEE/metadata.json,https://github.com/yangfangs/test_GFICLEE,2018-08-25T06:42:49Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/blackrim/phyutility/metadata.json,https://github.com/blackrim/phyutility,2014-03-05T02:23:54Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/scikit-learn/scikit-learn/metadata.json,https://api.github.com/repos/scikit-learn/scikit-learn,2010-08-17T09:43:38Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/lanzen/ampliconnoise/metadata.json,https://github.com/lanzen/ampliconnoise,2015-05-02T16:03:29Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/MDU-PHL/abritamr/metadata.json,https://github.com/MDU-PHL/abritamr,2019-09-21T03:59:24Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/dolfin-adjoint/pyadjoint/metadata.json,https://github.com/dolfin-adjoint/pyadjoint,2019-12-16T10:53:22Z,yes,Research group or lab,Dependency software artifact,Direct research execution,Source repo,
database/github/emhuff/Balrog/metadata.json,https://github.com/emhuff/Balrog,2013-04-10T23:51:56Z,no,Individual maintainer,Unknown,Unknown,Source repo,"supply_chain_role,research_role"
database/github/dellytools/delly/metadata.json,https://api.github.com/repos/dellytools/delly,2013-11-15T08:51:49Z,yes,Research group or lab,Application software,Direct research execution,Builds and releases,
database/github/abhisrkckl/Vela.jl/metadata.json,https://github.com/abhisrkckl/Vela.jl,2024-01-08T16:44:58Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/deezer/spleeter/metadata.json,https://api.github.com/repos/deezer/spleeter,2019-09-26T15:40:46Z,yes,Vendor or commercial entity,Application software,Direct research execution,Package registry,
database/github/dianna-ai/dianna/metadata.json,https://github.com/dianna-ai/dianna,2021-07-06T12:49:11Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/msyazwanfaid/hilalimagingdataextraction/metadata.json,https://github.com/msyazwanfaid/hilalimagingdataextraction,2025-08-13T11:10:21Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/tongzhouxu/mashpit/metadata.json,https://github.com/tongzhouxu/mashpit,2019-11-05T20:53:36Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/TeaspoonTDA/teaspoon/metadata.json,https://github.com/TeaspoonTDA/teaspoon,2022-11-12T21:20:16Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/kendomaniac/rCASC/metadata.json,https://api.github.com/repos/kendomaniac/rCASC,2017-05-01T01:19:09Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/kendomaniac/docker4seq/metadata.json,https://api.github.com/repos/kendomaniac/docker4seq,2016-12-27T07:37:27Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/rchartra/NcCut/metadata.json,https://github.com/rchartra/NcCut,2022-09-16T20:06:19Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/spacetelescope/synphot_refactor/metadata.json,https://github.com/spacetelescope/synphot_refactor,2013-05-14T17:52:00Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/spacetelescope/specviz/metadata.json,https://github.com/spacetelescope/specviz,2016-02-08T08:15:33Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/open-and-sustainable/prismaid/metadata.json,https://github.com/open-and-sustainable/prismaid,2024-05-03T06:56:26Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/pybamm-team/liionpack/metadata.json,https://github.com/pybamm-team/liionpack,2021-09-28T10:41:21Z,yes,Research group or lab,Dependency software artifact,Direct research execution,Package registry,
database/github/snowformatics/macrobot/metadata.json,https://api.github.com/repos/snowformatics/macrobot,2020-04-20T12:45:06Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/dwkim78/pdtrend/metadata.json,https://github.com/dwkim78/pdtrend,2016-04-01T08:04:30Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Package registry,
database/github/landlab/landlab/metadata.json,https://github.com/landlab/landlab,2014-05-09T04:52:50Z,yes,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Package registry,
database/github/DGtal-team/DGtal/metadata.json,https://github.com/DGtal-team/DGtal,2011-05-06T00:20:52Z,yes,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Containers,
database/github/aabdurrouf/piXedfit/metadata.json,https://github.com/aabdurrouf/piXedfit,2020-10-23T08:04:45Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/geopandas/geopandas/metadata.json,https://api.github.com/repos/geopandas/geopandas,2013-06-27T17:03:47Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/exoclim/aeolus/metadata.json,https://github.com/exoclim/aeolus,2019-02-28T17:46:28Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/tidyverse/ggplot2/metadata.json,https://github.com/tidyverse/ggplot2,2008-05-25T01:21:32Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/tidyverse/glue/metadata.json,https://api.github.com/repos/tidyverse/glue,2016-12-23T21:07:25Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/dicompyler/dicompyler-core/metadata.json,https://github.com/dicompyler/dicompyler-core,2016-02-11T22:00:12Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Network service,
database/github/toddy15/medicalterms/metadata.json,https://github.com/toddy15/medicalterms,2015-12-10T13:09:36Z,no,Individual maintainer,Unknown,Unknown,Source repo,"supply_chain_role,research_role"
database/github/eEcoLiDAR/Laserfarm/metadata.json,https://github.com/eEcoLiDAR/Laserfarm,2020-01-30T14:34:09Z,yes,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Package registry,
database/github/eEcoLiDAR/laserchicken/metadata.json,https://api.github.com/repos/eEcoLiDAR/laserchicken,2017-06-28T08:51:42Z,yes,Research group or lab,Application software,Research-support tooling,Package registry,
database/github/qmarcou/IGoR/metadata.json,https://github.com/qmarcou/IGoR,2017-12-25T18:05:19Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/dsoave/JLS/metadata.json,https://github.com/dsoave/JLS,2016-04-27T15:52:32Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/HLasse/TextDescriptives/metadata.json,https://github.com/HLasse/TextDescriptives,2020-01-28T10:37:59Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Installer or binary,
database/github/feature-engine/feature_engine/metadata.json,https://github.com/feature-engine/feature_engine,2018-12-31T01:47:18Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/PMBio/spatialde2-paper/metadata.json,https://github.com/PMBio/spatialde2-paper,2021-08-26T13:15:00Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/matchms/matchms/metadata.json,https://api.github.com/repos/matchms/matchms,2020-05-20T14:55:48Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/SDXorg/pysd/metadata.json,https://github.com/SDXorg/pysd,2013-12-16T14:43:20Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/neuroanatomy/thresholdmann/metadata.json,https://github.com/neuroanatomy/thresholdmann,2018-06-01T11:59:50Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/neuroanatomy/reorient/metadata.json,https://github.com/neuroanatomy/reorient,2018-06-01T12:01:33Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/HERA-Team/matvis/metadata.json,https://github.com/HERA-Team/matvis,2021-05-12T21:26:24Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/HERA-Team/aipy/metadata.json,https://github.com/HERA-Team/aipy,2008-12-31T19:33:40Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/CrowdTruth/CrowdTruth/metadata.json,https://api.github.com/repos/CrowdTruth/CrowdTruth,2014-05-13T12:56:25Z,yes,Research group or lab,Application software,Direct research execution,Builds and releases,
database/github/leonardlab/COMET/metadata.json,https://github.com/leonardlab/COMET,2019-11-09T18:50:04Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/SMI/SmiServices/metadata.json,https://api.github.com/repos/SMI/SmiServices,2019-10-21T10:50:38Z,yes,Vendor or commercial entity,Application software,Research-support tooling,Package registry,
database/github/winger/hawking_net/metadata.json,https://github.com/winger/hawking_net,2022-02-23T03:07:54Z,no,Individual maintainer,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway"
database/github/cinemascience/cinema_snap/metadata.json,https://github.com/cinemascience/cinema_snap,2020-09-22T22:32:06Z,no,"Institution (university, lab, government research organization)",Application software,Unknown,Network service,research_role
database/github/LSSTDESC/CCL/metadata.json,https://github.com/LSSTDESC/CCL,2016-04-29T14:08:38Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/pymedphys/pymedphys/metadata.json,https://github.com/pymedphys/pymedphys,2019-01-29T22:20:04Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/ThibaultFillion/strengths/metadata.json,https://github.com/ThibaultFillion/strengths,2023-10-22T12:25:04Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/nrao/UniPOPS/metadata.json,https://github.com/nrao/UniPOPS,2015-02-23T19:40:58Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/labsquare/CutePeaks/metadata.json,https://github.com/labsquare/CutePeaks,2017-01-18T15:17:55Z,yes,Research group or lab,Application software,Research-support tooling,Installer or binary,
database/github/COMBINE-lab/oarfish/metadata.json,https://github.com/COMBINE-lab/oarfish,2022-06-27T17:58:35Z,no,Research group or lab,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway"
database/github/CmPA/iPic3D/metadata.json,https://github.com/CmPA/iPic3D,2013-03-26T14:03:25Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/coljac/sensie/metadata.json,https://api.github.com/repos/coljac/sensie,2019-11-26T04:49:38Z,yes,Individual maintainer,Dependency software artifact,Direct research execution,Package registry,
database/github/light-curve/light-curve-python/metadata.json,https://github.com/light-curve/light-curve-python,2021-12-16T21:35:29Z,no,Community or foundation (open source governance),Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway"
database/github/abmantz/rgw/metadata.json,https://github.com/abmantz/rgw,2016-10-10T13:33:36Z,yes,Individual maintainer,Dependency software artifact,Direct research execution,Package registry,
database/github/julie-forman-kay-lab/SPyCi-PDB/metadata.json,https://github.com/julie-forman-kay-lab/SPyCi-PDB,2022-07-28T20:21:54Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/ICSC-Spoke3/NP_TMcode/metadata.json,https://github.com/ICSC-Spoke3/NP_TMcode,2025-09-12T10:28:17Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/enthought/vpsearch/metadata.json,https://github.com/enthought/vpsearch,2019-07-29T20:14:42Z,yes,Vendor or commercial entity,Application software,Direct research execution,Package registry,
database/github/slzarate/parliament2/metadata.json,https://github.com/slzarate/parliament2,2020-06-03T20:43:28Z,yes,Individual maintainer,Application software,Direct research execution,Containers,
database/github/kiyo-masui/bitshuffle/metadata.json,https://github.com/kiyo-masui/bitshuffle,2014-05-16T20:25:03Z,yes,Individual maintainer,Dependency software artifact,Direct research execution,Package registry,
database/github/cdominik/optool/metadata.json,https://github.com/cdominik/optool,2020-06-17T19:53:13Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/samhforbes/PupillometryR/metadata.json,https://api.github.com/repos/samhforbes/PupillometryR,2019-01-10T16:54:46Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/jodyphelan/TBProfiler/metadata.json,https://github.com/jodyphelan/TBProfiler,2016-12-27T18:50:13Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/SIOSlab/NEXO/metadata.json,https://github.com/SIOSlab/NEXO,2023-06-06T15:15:26Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/bcbio/bcbio-nextgen/metadata.json,https://github.com/bcbio/bcbio-nextgen,2013-02-06T11:14:50Z,yes,Community or foundation (open source governance),Application software,Direct research execution,Installer or binary,
database/github/ni1o1/transbigdata/metadata.json,https://github.com/ni1o1/transbigdata,2021-10-21T02:49:14Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/farhanferoz/BAMBI/metadata.json,https://github.com/farhanferoz/BAMBI,2018-11-23T12:18:23Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/cb-geo/mpm/metadata.json,https://api.github.com/repos/cb-geo/mpm,2017-08-25T23:53:55Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/kimberg/voxbo/metadata.json,https://github.com/kimberg/voxbo,2011-04-27T14:54:53Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/timoast/signac/metadata.json,https://api.github.com/repos/timoast/signac,2019-05-09T22:32:26Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/fatmasevinck/enetLTS/metadata.json,https://github.com/fatmasevinck/enetLTS,2022-05-18T08:22:27Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/zhangxn1026/a-scheme-that-combines-Srun-job-submission-mode-Sbatch-job-submission-mode-and-Monitor-function-SSM-/metadata.json,https://github.com/zhangxn1026/a-scheme-that-combines-Srun-job-submission-mode-Sbatch-job-submission-mode-and-Monitor-function-SSM-,2024-10-31T06:12:03Z,no,Individual maintainer,Application software,Unknown,Source repo,research_role
database/github/amusecode/amuse/metadata.json,https://api.github.com/repos/amusecode/amuse,2014-04-07T12:35:07Z,yes,Community or foundation (open source governance),Application software,Direct research execution,Source repo,
database/github/jdcphysics/validation/metadata.json,https://github.com/jdcphysics/validation,2015-12-06T00:38:05Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/EcoJulia/EcologicalNetworks.jl/metadata.json,https://github.com/EcoJulia/EcologicalNetworks.jl,2014-10-13T07:36:29Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/tensorflow/tensorflow/metadata.json,https://api.github.com/repos/tensorflow/tensorflow,2015-11-07T01:19:20Z,yes,Vendor or commercial entity,Dependency software artifact,Research-support tooling,Package registry,
database/github/JCGonzS/mechnetor/metadata.json,https://github.com/JCGonzS/mechnetor,2018-10-08T10:19:02Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/casacore/casacore/metadata.json,https://github.com/casacore/casacore,2015-03-31T06:27:52Z,yes,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Containers,
database/github/Hoecker-Lab/atligator/metadata.json,https://github.com/Hoecker-Lab/atligator,2021-12-08T13:32:55Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/RamanLab/iCOMIC/metadata.json,https://github.com/RamanLab/iCOMIC,2021-02-18T02:18:33Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/colour-science/colour/metadata.json,https://api.github.com/repos/colour-science/colour,2014-02-23T18:55:40Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/hydrosolutions/riversCentralAsia/metadata.json,https://github.com/hydrosolutions/riversCentralAsia,2020-10-23T11:47:04Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/mrteetoe/HOI/metadata.json,https://github.com/mrteetoe/HOI,2018-08-25T18:00:29Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/tberlok/paicos/metadata.json,https://github.com/tberlok/paicos,2022-10-06T10:46:30Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/exoplanet-dev/jaxoplanet/metadata.json,https://github.com/exoplanet-dev/jaxoplanet,2021-04-01T11:30:05Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Package registry,
database/github/exoplanet-dev/celerite2/metadata.json,https://github.com/exoplanet-dev/celerite2,2019-01-17T23:16:29Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Source repo,
database/github/biswajitmb/DarpanX/metadata.json,https://github.com/biswajitmb/DarpanX,2020-09-24T04:54:08Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Source repo,
database/github/a8864666-rgb/fgoc/metadata.json,https://github.com/a8864666-rgb/fgoc,2025-11-29T02:19:06Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Package registry,
database/github/simonsobs/so_noise_models/metadata.json,https://github.com/simonsobs/so_noise_models,2019-12-06T17:34:35Z,yes,Research group or lab,Dependency software artifact,Direct research execution,Source repo,
database/github/simonsobs/hmvec/metadata.json,https://github.com/simonsobs/hmvec,2019-01-19T23:56:20Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/LidkeLab/matlab-instrument-control/metadata.json,https://github.com/LidkeLab/matlab-instrument-control,2017-08-28T15:22:55Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/jenniferlu717/Bracken/metadata.json,,2016-04-30T04:01:59Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/eas342/tshirt/metadata.json,https://github.com/eas342/tshirt,2016-12-11T06:11:57Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
