path,repo_url,created_at,missing_scorecard,actor_unit,supply_chain_role,research_role,distribution_pathway,missing_fields,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,overall_score
database/github/nespinoza/juliet/metadata.json,https://github.com/nespinoza/juliet,2018-11-27T08:13:50Z,no,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Package registry,,10,0,0,0,0,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/nespinoza/exonailer/metadata.json,https://github.com/nespinoza/exonailer,2015-11-14T19:28:07Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/nespinoza/limb-darkening/metadata.json,https://github.com/nespinoza/limb-darkening,2015-01-30T18:48:08Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,,10,0,0,0,3,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,3.0
database/github/mc-imperial/gpuverify/metadata.json,https://github.com/mc-imperial/gpuverify,2015-04-24T15:22:32Z,no,Research group or lab,Application software,Direct research execution,Source repo,,0,0,0,0,1,10,10,0,0,9,0,-1,0,0,0,0,0,10,2.3
database/github/mc-imperial/jfs/metadata.json,https://github.com/mc-imperial/jfs,2017-11-21T20:29:53Z,no,Research group or lab,Application software,Direct research execution,Containers,,10,0,0,0,0,10,-1,0,10,10,0,-1,0,0,0,-1,-1,10,3.3
database/github/mc-imperial/multicore-test-harness/metadata.json,https://github.com/mc-imperial/multicore-test-harness,2017-11-03T16:16:27Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/Jieyu126/Jitter/metadata.json,https://github.com/Jieyu126/Jitter,2018-05-31T07:44:54Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.3
database/github/jbattat/pep_core/metadata.json,https://github.com/jbattat/pep_core,2021-03-31T21:28:12Z,no,Individual maintainer,Application software,Research-support tooling,Installer or binary,,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.2
database/github/DavidRConnell/matlab-igraph/metadata.json,https://github.com/DavidRConnell/matlab-igraph,2023-09-02T00:47:44Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Installer or binary,,10,0,-1,0,0,3,10,0,0,10,0,-1,0,0,0,0,0,10,2.9
database/github/valboz/VBBinaryLensing/metadata.json,https://github.com/valboz/VBBinaryLensing,2018-03-06T14:08:23Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,8,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.8
database/github/valboz/VBMicroLensing/metadata.json,https://github.com/valboz/VBMicrolensing,2024-03-22T08:06:43Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,10,3,0,0,4,10,10,0,0,10,10,-1,0,0,0,-1,0,10,4.6
database/github/valboz/RTModel/metadata.json,https://github.com/valboz/RTModel,2023-05-31T15:22:36Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,3,10,0,0,6,10,0,0,10,0,-1,0,0,0,-1,0,10,3.6
database/github/RichardObi/medigan/metadata.json,https://github.com/RichardObi/medigan,2021-04-28T11:56:21Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,1,0,0,0,3,10,10,0,10,0,-1,0,0,0,-1,0,0,3.1
database/github/JakobRoche/OCSVM-Transit-Detection/metadata.json,https://github.com/JakobRoche/OCSVM-Transit-Detection,2024-07-18T17:35:22Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.2
database/github/IonRepo/IonDiff/metadata.json,https://github.com/IonRepo/IonDiff,2023-03-20T12:24:09Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,6,0,-1,0,0,3,10,0,0,10,2,-1,0,0,0,-1,0,10,3.0
database/github/kircherlab/cfDNA-UniFlow/metadata.json,https://github.com/kircherlab/cfDNA-UniFlow,2021-06-09T15:50:52Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,9,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.5
database/github/kircherlab/ReMM/metadata.json,https://github.com/kircherlab/ReMM,2021-03-15T12:36:52Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,7,6,0,0,0,3,10,0,0,10,0,-1,0,0,0,-1,0,10,3.3
database/github/JASHunt/Snapdragons/metadata.json,https://github.com/JASHunt/Snapdragons,2016-03-02T14:48:29Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,,10,0,0,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.4
database/github/davideamato/NAPLES/metadata.json,https://github.com/davideamato/NAPLES,2019-05-29T00:24:41Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/AlphonsG/Rainbow-Optical-Flow-For-ALI/metadata.json,https://github.com/AlphonsG/Rainbow-Optical-Flow-For-ALI,2021-03-26T09:39:17Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/amkozlov/raxml-ng/metadata.json,https://github.com/amkozlov/raxml-ng,2016-12-08T15:06:08Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,3,-1,0,0,10,0,-1,0,0,0,0,-1,10,2.3
database/github/rhysf/HaplotypeTools/metadata.json,https://github.com/rhysf/HaplotypeTools,2020-12-21T15:09:26Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,9,0,-1,0,0,0,-1,0,0,10,3,-1,-1,0,0,-1,-1,10,2.8
database/github/nlesc/embodied-emotions-scripts/metadata.json,https://api.github.com/repos/NLeSC/embodied-emotions-scripts,2015-10-02T08:46:50Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/nlesc/scriptcwl/metadata.json,https://api.github.com/repos/NLeSC/scriptcwl,2016-10-12T08:30:20Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/susiegriggo/Phynteny_transformer/metadata.json,https://github.com/susiegriggo/Phynteny_transformer,2024-06-12T05:05:08Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,0,0,0,3,10,0,0,10,8,10,0,0,0,-1,10,10,4.8
database/github/JamesKirk11/Tiberius/metadata.json,https://github.com/JamesKirk11/Tiberius,2022-11-16T14:25:19Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,0,0,0,6,0,-1,0,0,10,10,-1,-1,0,0,-1,-1,10,4.2
database/github/CompNet/Renard/metadata.json,https://github.com/CompNet/Renard,2021-10-22T08:39:05Z,no,Research group or lab,Dependency software artifact,Direct research execution,Package registry,,10,0,0,0,0,3,10,0,0,10,10,-1,0,0,0,0,0,0,2.8
database/github/scikit-tda/DREiMac/metadata.json,https://github.com/scikit-tda/DREiMac,2017-05-15T19:24:32Z,no,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,,10,0,5,0,3,6,10,0,0,10,0,-1,0,0,0,-1,0,10,3.5
database/github/mmann1123/xr_fresh/metadata.json,https://github.com/mmann1123/xr_fresh,2020-03-09T18:33:11Z,yes,Individual maintainer,Dependency software artifact,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/JuliaOcean/AIBECS.jl/metadata.json,https://github.com/JuliaOcean/AIBECS.jl,2019-05-08T05:03:31Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway",10,0,2,0,0,6,10,0,0,10,4,-1,0,0,0,-1,0,10,3.5
database/github/JuliaOcean/PlanktonIndividuals.jl/metadata.json,https://github.com/JuliaOcean/PlanktonIndividuals.jl,2019-03-27T15:31:29Z,no,Community or foundation (open source governance),Application software,Direct research execution,Package registry,,10,0,10,0,0,10,10,0,0,10,5,-1,0,0,0,-1,0,10,3.9
database/github/jdber1/opendrop/metadata.json,https://github.com/jdber1/opendrop,2015-05-02T00:55:12Z,no,Vendor or commercial entity,Application software,Direct research execution,Package registry,,10,0,0,0,6,3,-1,0,0,10,0,-1,-1,0,0,0,-1,9,2.8
database/github/tupui/scipy/metadata.json,https://github.com/tupui/scipy,2019-09-19T06:46:33Z,no,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Package registry,,10,0,-1,0,0,10,-1,0,0,10,0,-1,0,0,0,-1,-1,10,2.8
database/github/RiccardoBiondi/segmentation/metadata.json,https://github.com/RiccardoBiondi/segmentation,2020-06-26T14:13:14Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,0,0,0,0,0,10,0,0,9,0,-1,0,0,0,0,0,6,2.4
database/github/aidenlab/juicer/metadata.json,https://github.com/aidenlab/juicer,2015-12-24T18:20:13Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,0,0,0,0,1,10,-1,0,0,10,0,-1,0,0,0,-1,-1,10,1.8
database/github/morisUtokyo/uTR/metadata.json,https://github.com/morisUtokyo/uTR,2021-09-26T00:23:20Z,no,Research group or lab,Application software,Direct research execution,Source repo,,0,0,-1,0,0,3,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,1.6
database/github/erhard-lab/gedi/metadata.json,https://github.com/erhard-lab/gedi,2024-02-07T11:41:41Z,no,Research group or lab,Application software,Research-support tooling,Package registry,,10,0,-1,0,0,0,-1,0,0,10,5,-1,-1,0,0,-1,-1,6,2.7
database/github/guangtunbenzhu/NonnegMFPy/metadata.json,https://github.com/guangtunbenzhu/NonnegMFPy,2016-05-22T20:43:50Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Package registry,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/guangtunbenzhu/SetCoverPy/metadata.json,https://github.com/guangtunbenzhu/SetCoverPy,2016-05-16T02:21:42Z,no,Vendor or commercial entity,Dependency software artifact,Direct research execution,Package registry,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/tommyau/bamclipper/metadata.json,https://github.com/tommyau/bamclipper,2016-10-18T08:58:13Z,no,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Installer or binary,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/cnsetzer/kilopop/metadata.json,https://github.com/cnsetzer/kilopop,2022-01-21T16:31:32Z,no,Individual maintainer,Application software,Direct research execution,Network service,,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,5,2.9
database/github/QingyuLiaib/PLA-MoRe/metadata.json,https://github.com/QingyuLiaib/PLA-MoRe,2022-01-25T07:17:12Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.2
database/github/DICP1810/ComMap/metadata.json,https://github.com/DICP1810/ComMap,2022-04-25T00:29:53Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,7,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.0
database/github/DICP1810/SpotLink/metadata.json,https://github.com/DICP1810/SpotLink,2021-11-26T02:24:51Z,no,Individual maintainer,Application software,Research-support tooling,Installer or binary,,6,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,2.0
database/github/JuliaAI/Imbalance.jl/metadata.json,https://github.com/JuliaAI/Imbalance.jl,2023-07-16T05:51:41Z,no,Vendor or commercial entity,Dependency software artifact,Research-support tooling,Package registry,,10,0,5,0,2,10,10,0,0,10,10,-1,0,0,0,-1,0,10,4.4
database/github/widdowquinn/pyani/metadata.json,https://github.com/widdowquinn/pyani,2014-12-30T18:48:01Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,1,0,0,4,10,10,0,0,10,0,-1,0,0,0,-1,0,10,3.6
database/github/AMSSwanglab/RE-GOA/metadata.json,https://github.com/AMSSwanglab/RE-GOA,2021-09-04T08:46:32Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.2
database/github/AMSSwanglab/SpecVar/metadata.json,https://github.com/AMSSwanglab/SpecVar,2021-09-03T06:25:02Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/saigegit/SAIGE/metadata.json,https://github.com/saigegit/SAIGE,2022-03-15T20:32:59Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Installer or binary,,9,0,-1,0,0,0,-1,0,0,10,6,-1,0,0,0,0,-1,10,2.7
database/github/fjprichard/PyAFBF/metadata.json,https://github.com/fjprichard/PyAFBF,2021-05-17T17:21:33Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,0,0,-1,0,0,3,10,0,0,9,0,-1,0,0,0,-1,0,10,2.3
database/github/ICRAR/libprofit/metadata.json,https://github.com/ICRAR/libprofit,2016-08-31T05:40:29Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Network service,,10,0,-1,0,0,3,-1,0,0,10,0,-1,0,0,0,-1,-1,10,2.5
database/github/ICRAR/shark/metadata.json,https://github.com/ICRAR/shark,2017-04-20T08:11:35Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Network service,,10,0,7,0,2,6,10,0,0,10,4,-1,0,0,0,-1,0,10,3.8
database/github/ICRAR/ProFit/metadata.json,https://github.com/ICRAR/ProFit,2016-08-31T05:41:36Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,0,0,0,1,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.5
database/github/MESAHub/mesa/metadata.json,https://github.com/MESAHub/mesa,2020-01-13T16:24:25Z,no,Community or foundation (open source governance),Application software,Direct research execution,Installer or binary,,10,3,7,0,2,10,0,0,0,10,10,-1,0,0,0,-1,0,10,3.6
database/github/DistrictDataLabs/yellowbrick/metadata.json,https://api.github.com/repos/DistrictDataLabs/yellowbrick,2016-05-18T14:12:17Z,yes,Vendor or commercial entity,Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/jadexter/grtrans/metadata.json,https://github.com/jadexter/grtrans,2015-11-03T11:37:38Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/pyFFTW/pyFFTW/metadata.json,https://github.com/pyFFTW/pyFFTW,2012-01-26T20:27:19Z,no,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,,10,6,10,0,10,10,10,0,0,9,2,-1,0,0,0,-1,0,10,4.9
database/github/NCAR/NCAR-Classic-Libraries-for-Geophysics/metadata.json,https://github.com/NCAR/NCAR-Classic-Libraries-for-Geophysics,2021-07-28T18:49:42Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Installer or binary,,10,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.3
database/github/mrazomej/AutoEncoderToolkit.jl/metadata.json,https://github.com/mrazomej/AutoEncoderToolkit.jl,2023-05-10T04:15:17Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,0,0,0,6,10,10,0,10,0,-1,0,0,0,-1,0,10,3.9
database/github/PolymathicAI/AstroCLIP/metadata.json,https://github.com/PolymathicAI/AstroCLIP,2023-08-04T02:20:20Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,10,3,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,3.5
database/github/milanofthe/pathsim/metadata.json,https://github.com/milanofthe/pathsim,2024-07-12T11:43:14Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,0,10,0,0,10,10,0,0,10,10,10,1,0,0,-1,0,5,4.3
database/github/ECSHackWeek/impedance.py/metadata.json,https://api.github.com/repos/ECSHackWeek/impedance.py,2018-06-05T02:49:41Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/insilico/cncv/metadata.json,https://github.com/insilico/cncv,2019-12-07T02:11:05Z,no,Vendor or commercial entity,Application software,Direct research execution,Package registry,,10,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.1
database/github/csb5/lofreq/metadata.json,https://github.com/CSB5/lofreq,2014-10-31T03:19:19Z,no,Research group or lab,Application software,Research-support tooling,Installer or binary,,10,0,0,0,5,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,3.4
database/github/josegcpa/nnunet_serve/metadata.json,https://github.com/josegcpa/nnunet_serve,2023-07-27T13:34:20Z,no,Individual maintainer,Application software,Direct research execution,Network service,,10,0,0,0,0,3,-1,0,0,9,10,-1,0,0,0,-1,-1,0,2.4
database/github/CDCgov/BART-Survival/metadata.json,https://github.com/CDCgov/BART-Survival,2024-06-26T20:50:58Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,9,0,-1,0,0,0,10,10,0,10,0,-1,0,0,0,-1,0,0,3.0
database/github/GijsMulders/epos/metadata.json,https://github.com/GijsMulders/epos,2018-05-04T00:44:45Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,4,1.6
database/github/xychcz/S3Fit/metadata.json,https://github.com/xychcz/S3Fit,2025-01-21T05:00:42Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,4,-1,0,0,0,10,0,0,10,10,10,0,0,0,-1,0,10,4.5
database/github/NMBU-Data-Science/RENT/metadata.json,https://github.com/NMBU-Data-Science/RENT,2020-09-08T05:54:09Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,1.8
database/github/soedinglab/MMseqs2/metadata.json,https://github.com/soedinglab/MMseqs2,2016-07-20T06:17:59Z,yes,Research group or lab,Application software,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/soedinglab/spacepharer/metadata.json,https://github.com/soedinglab/spacepharer,2019-08-13T15:47:55Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,-1,0,0,6,-1,0,10,10,0,-1,0,0,0,0,-1,10,3.0
database/github/soedinglab/metaeuk/metadata.json,https://github.com/soedinglab/metaeuk,2018-03-07T09:37:56Z,no,Research group or lab,Application software,Research-support tooling,Package registry,,10,0,-1,0,0,10,10,0,10,10,0,10,1,0,0,0,9,10,4.6
database/github/soedinglab/hh-suite/metadata.json,https://github.com/soedinglab/hh-suite,2015-05-04T12:00:48Z,no,Research group or lab,Application software,Research-support tooling,Package registry,,10,0,0,0,1,10,10,0,0,10,0,-1,1,0,0,0,0,10,3.1
database/github/soedinglab/plass/metadata.json,https://github.com/soedinglab/plass,2018-01-19T11:53:19Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,-1,0,0,10,10,0,10,10,0,-1,2,0,0,0,9,10,4.4
database/github/soedinglab/mmseqs2/metadata.json,https://github.com/soedinglab/MMseqs2,2016-07-20T06:17:59Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,10,0,2,10,10,0,10,10,10,10,3,0,0,0,0,10,5.0
database/github/SuperKogito/spafe/metadata.json,https://github.com/SuperKogito/spafe,2019-09-16T09:07:00Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,0,0,1,10,10,10,0,10,0,-1,0,0,0,-1,0,7,3.9
database/github/tripathi/Atmospheric-Athena/metadata.json,https://github.com/tripathi/Atmospheric-Athena,2012-01-26T23:44:58Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.2
database/github/mroosmalen/nanosv/metadata.json,https://github.com/mroosmalen/nanosv,2016-11-01T11:23:52Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,6,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,3.8
database/github/palumbom/grass/metadata.json,https://github.com/palumbom/GRASS,2021-05-05T17:54:57Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Source repo,,10,0,-1,0,0,3,10,0,0,10,0,-1,0,0,0,-1,0,10,3.1
database/github/maize-genetics/rTASSEL/metadata.json,https://github.com/maize-genetics/rTASSEL,2019-07-24T23:51:57Z,no,Research group or lab,Application software,Direct research execution,Package registry,,0,0,7,0,5,10,10,0,0,10,6,-1,0,0,0,-1,0,10,3.5
database/github/occupationMeasurement/occupationMeasurement/metadata.json,https://github.com/occupationMeasurement/occupationMeasurement,2022-09-13T12:29:45Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,6,-1,0,0,3,10,0,0,9,0,-1,0,0,0,-1,0,10,3.6
database/github/hemanthpruthvi/PyAstroPol/metadata.json,https://github.com/hemanthpruthvi/PyAstroPol,2020-08-18T14:40:04Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.5
database/github/difuture-lmu/dsBinVal/metadata.json,https://github.com/difuture-lmu/dsBinVal,2022-05-11T08:07:56Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,-1,0,0,0,10,0,0,10,0,-1,0,0,0,0,0,10,2.8
database/github/a-renzini/pygwb/metadata.json,https://github.com/a-renzini/pygwb,2023-02-21T23:28:23Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,,,,,,,,,,,,,,,,,,,,
database/github/zhang-zhixiang/spectool/metadata.json,https://github.com/zhang-zhixiang/spectool,2023-11-21T11:17:45Z,no,Individual maintainer,Dependency software artifact,Direct research execution,Package registry,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/zhang-zhixiang/stellarSpecModel/metadata.json,https://github.com/zhang-zhixiang/stellarSpecModel,2023-08-16T11:37:57Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/VU-IVM/VineCopulas/metadata.json,https://github.com/VU-IVM/VineCopulas,2024-01-22T08:14:29Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,10,0,4,0,0,10,10,0,0,10,0,10,0,0,0,-1,0,10,3.7
database/github/GaetanBenoitDev/metaMDBG/metadata.json,https://github.com/GaetanBenoitDev/metaMDBG,2021-09-08T16:43:16Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,9,0,-1,0,0,0,-1,0,0,10,10,-1,-1,0,0,-1,-1,10,3.6
database/github/panoptes-organization/panoptes/metadata.json,https://github.com/panoptes-organization/panoptes,2019-11-11T21:57:41Z,no,Community or foundation (open source governance),Infrastructure,Research-support tooling,Package registry,,10,6,0,0,5,10,10,0,0,10,0,-1,1,0,0,-1,0,5,3.8
database/github/dgrun/FateID/metadata.json,https://github.com/dgrun/FateID,2017-06-19T09:15:19Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.2
database/github/Alcampopiano/hypothesize/metadata.json,https://api.github.com/repos/Alcampopiano/hypothesize,2020-03-04T20:39:34Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/Maison-de-la-Simulation/heraclespp/metadata.json,https://github.com/Maison-de-la-Simulation/heraclespp,2025-03-20T08:37:11Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,6,10,0,0,10,10,10,0,9,10,10,9,0,0,-1,10,10,7.1
